62; 21; 88; 4; 2017-03-14 22:06:33; Fun little joint! Great atmosphere, family &/or business friendly. Dark, cozy, busy ambiance. Service was very informative and prompt. Tried the combo...
63; 21; 118; 5; 2017-03-12 10:43:16; Great BBQ place, they have great sides as well. The mac and cheese is one of my favorites. They have lots of options and combos to choose from.
64; 22; 31; 5; 2017-03-07 12:46:47; I had an outstanding experience at Sumo. A girlfriend and I were going to go another sushi restaurant down the street on a Friday night, but she had a...
65; 22; 32; 4; 2016-09-26 16:17:06; Had the deluxe sashimi plate.  Over all it was fair quality fish, defiantly wasn't impressed with the fish. The presentation was well done and the cost...
66; 22; 41; 5; 2017-02-25 13:45:35; Delicious sushi, clean, great prices, wonderful waitress, and yummy plum wine. I'm so glad we stopped here before heading back to Michigan. By the outside...
67; 23; 50; 5; 2017-02-27 09:31:17; I LOVE this place. I love their regular milk bubble tea, the taro and the coconut. More recently I've been here for the sushi burrito and sushi salad....
68; 23; 48; 3; 2017-03-04 19:48:18; I'm writing this update because I just had to try out their new sushi bar and was totally craving boba! My rating still remains a 3 but I thought  I would...
69; 23; 28; 5; 2017-02-22 05:17:04; None of us has ever had bubble tea before, but now we love it.  Between the four of us we had taro (AWESOME), taro + coconut (FAVOTIRE), mango smoothie...
70; 24; 36; 5; 2016-12-22 15:57:43; I was looking for a go-to local Italian restaurant and, after my first visit, I feel I've found it. Despite what others have claimed, it is not a hole in...
71; 24; 7; 3; 2017-01-12 18:21:11; Dishes were attractively plated, hearty servings for certain. I'm not an al dente fan..... The eggplant appetizer stuffed with cheese and ham was very...
72; 24; 20; 3; 2016-11-19 16:42:21; Warm, Cozy and Family Owned location in Henrietta. Have been several times and have found some excellent online deals on top of their already pretty...
73; 25; 28; 5; 2017-02-22 05:25:41; This is our kind of place.  Unassuming, cheap, and delicious. The empanadas ranged from good to great. My favorite was the potato and peanut, and if...
74; 25; 19; 4; 2017-03-20 11:36:01; The best place to get empanadas' in Rochester is right here on Monroe Ave. at The Empanada Shop.  Another hidden gem on Monroe Ave., where you are not to be...
75; 25; 112; 1; 2017-02-20 17:28:24; This isn't fast food. Order ahead, or plan to hang out 15-20 minutes for the food. Just an FYI, as it presents more like the other quick lunch spots on the...
76; 26; 81; 5; 2017-03-02 03:49:09; Went on a busy Friday night but we were able to be seated quickly. The waitress was highly attentive and very knowledgeable on products. If it wasn't for...
77; 26; 60; 4; 2017-03-03 19:35:33; I've been here a few  times and have always had good service and food. The atmosphere is typical for a sports bar- a bit loud which is good for us when we...
78; 26; 34; 4; 2017-01-13 15:30:02; My wife and I visited today for lunch after reading a review in our newspaper. We were met by a waiter and told to seat ourselves where we would feel...
79; 27; 24; 3; 2017-02-16 02:09:26; Positive: Great food, great service and the prices cant beat them. Negative: wish they had more options everyday and tables.
80; 27; 40; 4; 2017-02-20 11:43:04; Found this place on yelp after driving by and based on the reviews gave it a shot about a week ago. 2 orders filled up 3 of us with some left over.  Was...
81; 27; 93; 5; 2016-07-20 08:17:50; When I was in Rochester, I decided to hunt down Cocina Latina. I had a pretty rough day so why not engorge myself on empanadas and shredded chicken?...
82; 28; 19; 4; 2017-01-26 07:39:04; The location of South Wedge Subs and Hots is actually in the Monroe Ave neighborhood, and should be your go to spot for delicious wraps/subs.  Now like the...
83; 28; 26; 4; 2017-01-07 20:37:23; South Wedge Hots and Subs reminds me of those divey fish-n-chips spots from across the pond. You never think about them when you're retrieving your vehicle...
84; 28; 62; 3; 2016-12-12 13:48:46; You've got to hand it to the name of this place and Yelp, together they will confuse anyone who's attempting to find it by neighborhood. The owner has...
85; 29; 8; 5; 2016-11-12 17:52:19; Holy meat heaven, this place has something for everyone. At first, the waiters bring out the simple stuff, but then the bacon wrapped and marinated goodness...
86; 29; 72; 4; 2017-02-08 12:28:40; My son and I always go for steak when it's guys night out and we were anxious to check out Texas de Brazil. It was a lot of fun and the food was delicious....
87; 29; 63; 3; 2016-12-22 12:04:01; We were pretty excited to be able to go here on Thanksgiving this year.  The restaurant we normally go to closed, so when we found out they were open on...
88; 30; 99; 5; 2016-11-15 17:11:42; Monday's & Tuesday's are quiet - good for us! Only 4 tables Giovanni, the proprietor, was our waiter for the evening. They have parking in the rear! It was...
89; 30; 18; 4; 2016-11-28 15:35:20; This is a really authentic little Italian restarting on Park Ave that I enjoy coming to a few times a year. The owner Giovanni is a great guy and greets...
90; 30; 56; 3; 2016-10-22 19:42:54; I've been to Italy, I have Italian relatives you get the drift... we thought we would like to go to a restaurant for our anniversary that for once we could...
91; 31; 83; 4; 2016-11-03 18:18:45; When we first walked in i was surprised that wasn't that much seating. maybe they will expand at another location? i wonder if its ever too busy in there...
92; 31; 61; 4; 2016-12-20 12:06:01; Great choice of beer selection and the burger menu is unique.  Highly recommend the donut burger for high levels of glutinous heaven.  Well worth a stop and...
93; 31; 54; 3; 2017-01-21 15:12:39; I went because I wanted to try the Veggie Burger on a Donut (instead of bread). It was good. They have wide,variety of burgers. Place was decent prices. It...
94; 32; 44; 5; 2017-02-09 13:16:36; Leaf and Bean is my go-to for weekend lunches and coffee with friends. I'm so thankful we have this on the west side!
95; 32; 57; 5; 2017-01-01 14:03:50; This is by far my favorite cafe...anywhere! The only downfall is it is ALWAYS busy. The soups, salads and sandwiches are all delicious. I get "the Laredo"...
96; 32; 85; 5; 2017-02-26 14:18:48; Leaf & Bean is my weekly staple.  The perfect place for a lay low date night, or to just meet up with friends. L&B has it all, from a great beverage menu...
97; 33; 106; 5; 2017-02-22 17:29:19; We absolutely love Rocco's. The food is always on point and the service is absolutely stellar. It's a very small place, and they have plenty of servers so...
98; 33; 28; 4; 2017-03-01 08:56:19; Date night. We don't usually hit places like this, but since the kids were at the grandparents we thought we'd try a romantic upscale-ish place.  This...
99; 33; 29; 2; 2017-02-28 12:29:56; My wife and I ate at Rocco twice.  I was disappointed both times.  I don't understand why this restaurant is so popular, especially given their high prices....
100; 34; 117; 5; 2017-02-17 09:08:44; On Valentine's Day, my boyfriend and I went to ROUX for dinner. Naturally it was crowded, as expected on v-day. The hostess immediately greeted us, and...
101; 34; 30; 4; 2016-11-09 22:14:44; Casual French dining experience. We came in on a Tuesday night, rather slow, but made for an intimate experience. Our hostess forgot to bring us water and...
102; 34; 2; 5; 2016-10-21 16:19:15; We stopped in for lunch on a warm Sunday morning. We opted to sit outside to enjoy the crisp late morning air. We ordered the Nutella toast to start. They...
103; 35; 120; 5; 2017-02-15 15:22:20; My boyfriend and I came here for an early valentines day dinner. He had searched for the best poutine in the Rochester area and viola, Lento. Walking in, I...
104; 35; 48; 3; 2017-03-04 08:35:34; Lento has been on my list for a long time and my bf and I finally made it on a Tuesday for their $1 oyster night. Make a reservation because it gets pretty...
105; 35; 70; 5; 2017-01-29 22:13:50; We had a special brunch at Lento today and they totally nailed it. Lento doesn't normally serve brunch but they had a guest chef in to do a pop-up brunch...
106; 36; 108; 4; 2017-02-07 19:35:50; A lovely spot for happy hour! My friends and I met after work and the bar wasn't too crowded yet, which allowed us to nab a spot right at the bar. There are...
107; 36; 76; 2; 2017-03-19 16:01:59; I have pretty mixed feelings about The Speakeasy because despite the fact that the food was good and the service was great, this experience left a bad taste...
108; 36; 74; 5; 2017-01-14 21:05:45; Step back in time to a bygone era of romance, glitz and mystery. Step into one of four magic rooms that transform your mind into a glow of candles, music...
109; 37; 78; 5; 2017-02-15 02:43:47; Outstanding neighborhood gem. Friendly, courteous staff, great specials, carefully prepared food- what's not to like? We went for Valentine's Day &...
110; 37; 77; 4; 2017-01-22 05:48:00; Our party of four came into Tavern 58 without a lot of background knowledge save for the Yelp! reviews. By the time we left, all of us had a great...
111; 37; 100; 5; 2016-12-26 06:03:19; I made a 4:30 reservation for Tavern 58 since we were going to see a play at Geva Theatre at 7pm. We arrived a few minutes before 4:30 so parking was a...
112; 38; 84; 5; 2017-01-26 19:18:45; This place is a gem. Consistently great food, good value, professional servers, and genuine hosts are part of the reason this place is great and why its on...
113; 38; 16; 4; 2016-11-23 10:08:19; After living within 3 miles of this place for the last 15 years we finally decided to give it a try.  Having read the reviews we were ready to be some of...
114; 38; 38; 4; 2015-08-28 17:18:29; Charley Brown's is an old family favorite... And it's legacy is grand. Reportedly a favorite of Tom Golisanos (purportedly a fan of the chopped sirloin...
115; 39; 75; 5; 2016-12-18 12:19:01; One of my favorite places to eat in Rochester. The food is so delicious and fresh. If you haven't eaten here yet you are missing out. Very nice staff.
116; 39; 11; 3; 2016-12-12 14:53:40; This experience was pleasant yet slightly confusing. It's a seat yourself place, but the look almost made you unsure if someone was going to come to you for...
117; 39; 27; 4; 2016-12-02 14:35:35; I can't believe this restaurant isn't mentioned in some fancy "Best Of" list. The flavors that come out of this kitchen make you want to travel abroad.
118; 40; 37; 5; 2016-11-26 15:45:12; Think of Chipotle but with super fresh ingredients and authentic, bold flavors. This place hits the sweet spot for restaurants: great food, ample portions...
119; 40; 66; 4; 2017-01-07 11:22:37; The hype is real. I went to the Itacate express with little excitement after a happy hour. The location is kind of strange as its in a gas station. The...
120; 40; 46; 2; 2016-10-03 08:56:54; This place is OK at best.  I'm really surprised to see all of these 4-5 star reviews.  What are you comparing it to?  And I guess I didn't realize that...
121; 41; 33; 5; 2016-09-21 12:22:57; I took me mom here for some brunch and was very impressed with everything here.  This place sits up off the ridge in a little strip mall just west of North...
122; 41; 47; 1; 2017-03-04 14:29:04; Been here multiple times after breakfast hours & never had a problem ordering breakfast. Today whoever the "cook" was denied us 2x & we just walked...
123; 41; 73; 1; 2017-01-23 08:03:01; This was one of the worst places my wife and I have ever eaten in.
124; 42; 50; 5; 2017-02-26 07:46:31; I've been a huge fan of Han for the past 4 or 5 years that I've been in Rochester. Out of the millions of times I've gone in and ordered or purchase take...
125; 42; 71; 4; 2017-03-17 13:00:22; Han Noodle Bar legitimately saved my life a couple of days ago. Although now in hindsight I probably should've ordered noodles at a noodle bar. Anyway.
126; 42; 9; 4; 2017-03-01 08:03:31; If I'm craving a bowl of warm noodles, this is the place to go for me. They have several types of noodles and protein combinations. The portions are a good...
127; 43; 15; 5; 2017-02-06 08:36:16; Great Korean food. Worth  the visit. Had the chicken lunch with some Kim Chi.  Very high quality food. The interior is fairly modest.  No frills.   
128; 43; 16; 4; 2017-01-30 07:18:58; Sodam was not on our radar until some friends suggested it for dinner on Saturday night.  So we trekked on down to Henrietta.  After some searching we...
129; 43; 81; 5; 2017-01-26 03:52:21; Always wonderful food AND service at Sodam. I had bulgogi at a previous visit years back and it was incredible. I recently visited again and saw their...;
130; 44; 51; 5; 2017-02-18 02:17:58; If want an outstanding dinner with a nice atmosphere for a special occasion Michael's should be on the top of your list. Friday's are still is the best day...
131; 44; 53; 3; 2016-11-30 12:46:17; We visited Rochester and we decided to take a chance on Michael's.  It's a cozy little restaurant.  We went when they had live jazz in the front.
132; 44; 13; 5; 2017-02-16 11:03:06; We visited Rochester and we decided to take a chance on Michael's.  It's a cozy little restaurant.  We went when they had live jazz in the front.
133; 45; 43; 4; 2017-01-19 17:50:36; After reading all of the reviews for this place, I was hesitant to try it, buy I actually ended up having a great experience. I'll include the basic...
134; 45; 4; 3; 2017-01-28 19:21:46; Went to Black and Blue for a special occasion.  I'm sorry to say that I left disappointed after spending $120 per person.  I found the wait staff to be...
135; 45; 19; 3; 2017-01-12 11:33:22; Originally I was extremely excited to try out Black and Blue Steakhouse, but man did I get punched in the face, really giving me that black and blue...
136; 46; 58; 4; 2017-01-22 14:14:30; Came here with some friends from Rochester for Saturday dinner. The night got off to an inauspicious start when we were told that they were out of Pernil,...
137; 46; 5; 5; 2016-12-18 11:55:30; On a wintery Rochester day, this is the place to go! Between the aromatic food, the tropical decor and the Latin tunes, you'll really be transported to...
138; 46; 8; 5; 2016-09-18 14:06:10; Holy mofongo I'm in love with this restaurant. I've never had a delicious authentic mofongo in Rochester so when I discovered this restaurant and all its...
139; 47; 33; 5; 2017-02-12 15:39:29; Finally got to hit this place with a entourage of eight and the place was great.  This outstanding restaurant is a nice 20 minute drive from my home on the...
140; 47; 103; 5; 2016-09-04 10:20:47; Well, I must say that this place was a real surprise, only heard of it by mouth.
141; 47; 68; 5; 2016-02-13 23:07:05; I had never heard of this place and it is certainly off the beaten path. We arrived for our reservation and greeted by a very friendly woman, I assume she...
142; 48; 115; 4; 2016-09-30 07:32:22; I came here for birthday drinks for my 21st! Loved the Diva cocktail, barely can taste the alcohol which i adored! I was not too fond of the Blue typhoon...
143; 48; 118; 4; 2017-03-17 09:47:13; I've been to this location a couple times and the food is what you would expect from a chain burger restaurant. They do have $5 burgers on Tuesday which is...
144; 48; 98; 5; 2017-03-05 18:10:10; LOVE THIS PLACE. I believe they have the best happy hour deals around. I've had good service probably 9/10 times I go there. The feel is very cozy, yet...
145; 49; 1; 5; 2017-03-18 07:48:35; Very cool place. PROS:  expertly crafted cocktails. Friendly and talented staff really bringing a hip vibe that the place is aiming for.  It works.
146; 49; 104; 5; 2017-02-20 06:28:50; Unique drinks, Great Vibes, Live Music! Love the old school, classy ambiance. Went for happy hour on a Thursday & was pleasantly surprised with (very...
147; 49; 64; 5; 2017-02-17 11:41:09; I have been here a few times and have been impressed every time.  The drinks are unique and meets my delicious drink standards.  I've tried the French...
148; 50; 44; 4; 2017-03-18 06:40:25; 4.5 Stars. One of our top "go-to" restaurants that never disappoints. I recommend heading to lunch here if you want to try it for the first time. Lunch...
149; 50; 14; 4; 2017-02-06 13:23:22; Went here on a Saturday night around 5:30. It was busy but not packed and we were seated immediately. Service was prompt, and the staff were all very...
150; 50; 105; 1; 2017-01-31 17:39:29; I have eaten at this restaurant for years and it was my favorite thai place in Rochester ... the food is great ... but after tonight I would never go...
